window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.0129726523978728,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0000.npz
1,no_chatter,False,0.019889497303885548,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0001.npz
2,no_chatter,False,0.03333452834985867,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0002.npz
3,no_chatter,False,0.049732461277039765,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0003.npz
4,no_chatter,False,0.04916897136573619,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0004.npz
5,no_chatter,False,0.043592140307738794,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0005.npz
6,no_chatter,False,0.04548195479101353,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0006.npz
7,no_chatter,False,0.04283420184292314,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0007.npz
8,no_chatter,False,0.04862984864897173,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0008.npz
9,no_chatter,False,0.045999595173335954,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0009.npz
10,no_chatter,False,0.041668337241412286,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0010.npz
11,no_chatter,False,0.053235234940484,..\data\01_windowed_labeled\2inchStickout\F_08-Jun-2017_rpm320_doc0p040\F_08-Jun-2017_rpm320_doc0p040_window_0011.npz
