global_mse,global_mae,sve_7,sve_5,filename,label,split
0.00043936327,0.010973718,0.000774243,0.0007651707,00yac9b6.png,0,validation
0.00037927882,0.0104686385,0.00072826975,0.000617704,01ecfho9.png,0,validation
0.00031189693,0.009245177,0.0006775322,0.00066925824,01rpdbjb.png,0,validation
0.00034778734,0.0101330755,0.00070005434,0.0006270943,01ywejtw.png,0,validation
0.0004032757,0.01077234,0.00068262155,0.0006619799,02hhnnq8.png,0,validation
0.0010422533,0.013414741,0.0020069035,0.0016024484,02i89bne.png,0,validation
0.00034610057,0.010101066,0.0006377891,0.0005763439,02smpd9t.png,0,validation
0.00030627387,0.0094441,0.00068551564,0.000635819,030bxhe3.png,0,validation
0.00038253967,0.01051086,0.00073985965,0.0006706259,030jl4tn.png,0,validation
0.00033546376,0.009753064,0.0007792965,0.0007650452,03dcuvaj.png,0,validation
0.00041864614,0.010732449,0.00071092136,0.000571013,051qepd1.png,0,validation
0.00033816887,0.00979916,0.00077044236,0.00073237927,05520eak.png,0,validation
0.00038635283,0.01027557,0.00091853837,0.00090433523,05nxu89x.png,0,validation
0.00034376775,0.009805174,0.00080075493,0.00078765926,065x3drt.png,0,validation
0.0003610382,0.010236177,0.00062047556,0.0005737098,06sbov0j.png,0,validation
0.00030522296,0.009619728,0.0006701079,0.0005618058,07hpnpk2.png,0,validation
0.00029961712,0.009306381,0.0007271412,0.00058989,082xr8z7.png,0,validation
0.00036490266,0.009930952,0.0008262293,0.0008319314,08fmld08.png,0,validation
0.00032988552,0.009964852,0.0006575958,0.00056013,08kht9gr.png,0,validation
0.00028983873,0.009266826,0.00067389774,0.00055379624,096r9cs6.png,0,validation
0.000533847,0.0111924885,0.0015205708,0.0011768201,09tyaw7d.png,0,validation
0.00031218614,0.009472979,0.0006847299,0.0006757712,0a690q5n.png,0,validation
0.00034172068,0.009969435,0.0007210391,0.00068666175,0at3z4mg.png,0,validation
0.0003930337,0.010729664,0.0007007452,0.00061123265,0bmbaoqr.png,0,validation
0.00031289618,0.009488632,0.0007539976,0.0005979736,0d1bnyg4.png,0,validation
0.00040497916,0.010692193,0.000659858,0.0005948149,0f3eheut.png,0,validation
0.0004125323,0.010865734,0.00070234714,0.0006734862,0gd5n0gu.png,0,validation
0.00037139002,0.010314288,0.0006546087,0.00061889045,0gdjlf3a.png,0,validation
0.0002809037,0.009114593,0.0006579592,0.0005307652,0h8kw3fm.png,0,validation
0.00035814717,0.010229,0.00065877807,0.0005567388,0hizo25m.png,0,validation
0.00034079954,0.009815054,0.00082426553,0.0007086908,0i2ldsyj.png,0,validation
0.0003528867,0.010253351,0.0006301067,0.0006178395,0i3rc5vr.png,0,validation
0.00037149404,0.010022286,0.00085945404,0.0008715323,0ilfbaup.png,0,validation
