window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.012574094863876272,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0000.npz
1,no_chatter,False,0.015640216606645756,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0001.npz
2,no_chatter,False,0.03426423506872458,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0002.npz
3,no_chatter,False,0.03660009047153996,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0003.npz
4,no_chatter,False,0.03496903905251068,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0004.npz
5,no_chatter,False,0.03527960109422727,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0005.npz
6,no_chatter,False,0.03386880805814367,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0006.npz
7,no_chatter,False,0.03452841934325325,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0007.npz
8,no_chatter,False,0.03451424343847834,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0008.npz
9,no_chatter,False,0.03395795944676079,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0009.npz
10,no_chatter,False,0.03640041837342649,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0010.npz
11,no_chatter,False,0.03155412206076522,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p015\F_08-Jun-2017_rpm320_doc0p015_window_0011.npz
