window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.014070881083719986,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0000.npz
1,no_chatter,False,0.013001628450450425,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0001.npz
2,no_chatter,False,0.019903861615039393,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0002.npz
3,no_chatter,False,0.02178488617037378,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0003.npz
4,no_chatter,False,0.02783365519475714,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0004.npz
5,no_chatter,False,0.04305950887123048,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0005.npz
6,no_chatter,False,0.03334178867740377,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0006.npz
7,no_chatter,False,0.02117292423870809,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0007.npz
8,no_chatter,False,0.021384421748433354,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0008.npz
9,no_chatter,False,0.021604853046652644,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0009.npz
10,no_chatter,False,0.020105140322025702,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0010.npz
11,no_chatter,False,0.024275347090893913,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p020\F_08-Jun-2017_rpm320_doc0p020_window_0011.npz
