window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.012748057150028394,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0000.npz
1,no_chatter,False,0.013771563788156223,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0001.npz
2,no_chatter,False,0.02708343848491115,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0002.npz
3,no_chatter,False,0.029655877020893905,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0003.npz
4,no_chatter,False,0.05000011726412882,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0004.npz
5,no_chatter,False,0.0710206635902118,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0005.npz
6,no_chatter,False,0.0479571014181963,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0006.npz
7,no_chatter,False,0.04179997499606019,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0007.npz
8,no_chatter,False,0.03835087871184702,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0008.npz
9,no_chatter,False,0.04274819266483688,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0009.npz
10,no_chatter,False,0.03422382618890379,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0010.npz
11,no_chatter,False,0.05482822028070144,..\data\01_windowed_labeled_V3\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0011.npz
